name	class	sid	cid	wid	l	r	diff	feat_file
0	2	0	0	20	2	1	1	./windowed/pose/paired/s_01/window_20.0.1.csv
0	1	0	0	20	2	2	0	./windowed/pose/paired/s_01/window_20.0.2.csv
0	0	0	0	20	1	2	-1	./windowed/pose/paired/s_01/window_20.1.0.csv
0	0	0	0	20	1	2	-1	./windowed/pose/paired/s_01/window_20.1.2.csv
0	1	0	0	20	2	2	0	./windowed/pose/paired/s_01/window_20.2.0.csv
0	2	0	0	20	2	1	1	./windowed/pose/paired/s_01/window_20.2.1.csv
0	1	0	0	21	2	2	0	./windowed/pose/paired/s_01/window_21.0.1.csv
0	2	0	0	21	2	1	1	./windowed/pose/paired/s_01/window_21.0.2.csv
0	1	0	0	21	2	2	0	./windowed/pose/paired/s_01/window_21.1.0.csv
0	2	0	0	21	2	1	1	./windowed/pose/paired/s_01/window_21.1.2.csv
0	0	0	0	21	1	2	-1	./windowed/pose/paired/s_01/window_21.2.0.csv
0	0	0	0	21	1	2	-1	./windowed/pose/paired/s_01/window_21.2.1.csv
0	1	0	0	22	1	1	0	./windowed/pose/paired/s_01/window_22.0.1.csv
0	1	0	0	22	1	1	0	./windowed/pose/paired/s_01/window_22.0.2.csv
0	1	0	0	22	1	1	0	./windowed/pose/paired/s_01/window_22.1.0.csv
0	1	0	0	22	1	1	0	./windowed/pose/paired/s_01/window_22.1.2.csv
0	1	0	0	22	1	1	0	./windowed/pose/paired/s_01/window_22.2.0.csv
0	1	0	0	22	1	1	0	./windowed/pose/paired/s_01/window_22.2.1.csv
0	1	0	0	23	2	2	0	./windowed/pose/paired/s_01/window_23.0.1.csv
0	2	0	0	23	2	0	2	./windowed/pose/paired/s_01/window_23.0.2.csv
0	1	0	0	23	2	2	0	./windowed/pose/paired/s_01/window_23.1.0.csv
0	2	0	0	23	2	0	2	./windowed/pose/paired/s_01/window_23.1.2.csv
0	0	0	0	23	0	2	-2	./windowed/pose/paired/s_01/window_23.2.0.csv
0	0	0	0	23	0	2	-2	./windowed/pose/paired/s_01/window_23.2.1.csv
0	1	0	0	24	2	2	0	./windowed/pose/paired/s_01/window_24.0.1.csv
0	2	0	0	24	2	0	2	./windowed/pose/paired/s_01/window_24.0.2.csv
0	1	0	0	24	2	2	0	./windowed/pose/paired/s_01/window_24.1.0.csv
0	2	0	0	24	2	0	2	./windowed/pose/paired/s_01/window_24.1.2.csv
0	0	0	0	24	0	2	-2	./windowed/pose/paired/s_01/window_24.2.0.csv
0	0	0	0	24	0	2	-2	./windowed/pose/paired/s_01/window_24.2.1.csv
0	1	0	0	25	1	1	0	./windowed/pose/paired/s_01/window_25.0.1.csv
0	1	0	0	25	1	1	0	./windowed/pose/paired/s_01/window_25.0.2.csv
0	1	0	0	25	1	1	0	./windowed/pose/paired/s_01/window_25.1.0.csv
0	1	0	0	25	1	1	0	./windowed/pose/paired/s_01/window_25.1.2.csv
0	1	0	0	25	1	1	0	./windowed/pose/paired/s_01/window_25.2.0.csv
0	1	0	0	25	1	1	0	./windowed/pose/paired/s_01/window_25.2.1.csv
0	1	0	0	26	0	0	0	./windowed/pose/paired/s_01/window_26.0.1.csv
0	1	0	0	26	0	0	0	./windowed/pose/paired/s_01/window_26.0.2.csv
0	1	0	0	26	0	0	0	./windowed/pose/paired/s_01/window_26.1.0.csv
0	1	0	0	26	0	0	0	./windowed/pose/paired/s_01/window_26.1.2.csv
0	1	0	0	26	0	0	0	./windowed/pose/paired/s_01/window_26.2.0.csv
0	1	0	0	26	0	0	0	./windowed/pose/paired/s_01/window_26.2.1.csv
0	1	0	0	27	0	0	0	./windowed/pose/paired/s_01/window_27.0.1.csv
0	1	0	0	27	0	0	0	./windowed/pose/paired/s_01/window_27.0.2.csv
0	1	0	0	27	0	0	0	./windowed/pose/paired/s_01/window_27.1.0.csv
0	1	0	0	27	0	0	0	./windowed/pose/paired/s_01/window_27.1.2.csv
0	1	0	0	27	0	0	0	./windowed/pose/paired/s_01/window_27.2.0.csv
0	1	0	0	27	0	0	0	./windowed/pose/paired/s_01/window_27.2.1.csv
0	1	0	0	28	0	0	0	./windowed/pose/paired/s_01/window_28.0.1.csv
0	1	0	0	28	0	0	0	./windowed/pose/paired/s_01/window_28.0.2.csv
0	1	0	0	28	0	0	0	./windowed/pose/paired/s_01/window_28.1.0.csv
0	1	0	0	28	0	0	0	./windowed/pose/paired/s_01/window_28.1.2.csv
0	1	0	0	28	0	0	0	./windowed/pose/paired/s_01/window_28.2.0.csv
0	1	0	0	28	0	0	0	./windowed/pose/paired/s_01/window_28.2.1.csv
0	1	0	0	29	2	2	0	./windowed/pose/paired/s_01/window_29.0.1.csv
0	2	0	0	29	2	0	2	./windowed/pose/paired/s_01/window_29.0.2.csv
0	1	0	0	29	2	2	0	./windowed/pose/paired/s_01/window_29.1.0.csv
0	2	0	0	29	2	0	2	./windowed/pose/paired/s_01/window_29.1.2.csv
0	0	0	0	29	0	2	-2	./windowed/pose/paired/s_01/window_29.2.0.csv
0	0	0	0	29	0	2	-2	./windowed/pose/paired/s_01/window_29.2.1.csv
0	1	0	0	30	2	2	0	./windowed/pose/paired/s_01/window_30.0.1.csv
0	2	0	0	30	2	0	2	./windowed/pose/paired/s_01/window_30.0.2.csv
0	1	0	0	30	2	2	0	./windowed/pose/paired/s_01/window_30.1.0.csv
0	2	0	0	30	2	0	2	./windowed/pose/paired/s_01/window_30.1.2.csv
0	0	0	0	30	0	2	-2	./windowed/pose/paired/s_01/window_30.2.0.csv
0	0	0	0	30	0	2	-2	./windowed/pose/paired/s_01/window_30.2.1.csv
0	1	0	0	31	2	2	0	./windowed/pose/paired/s_01/window_31.0.1.csv
0	2	0	0	31	2	0	2	./windowed/pose/paired/s_01/window_31.0.2.csv
0	1	0	0	31	2	2	0	./windowed/pose/paired/s_01/window_31.1.0.csv
0	2	0	0	31	2	0	2	./windowed/pose/paired/s_01/window_31.1.2.csv
0	0	0	0	31	0	2	-2	./windowed/pose/paired/s_01/window_31.2.0.csv
0	0	0	0	31	0	2	-2	./windowed/pose/paired/s_01/window_31.2.1.csv
0	1	0	0	32	0	0	0	./windowed/pose/paired/s_01/window_32.0.1.csv
0	1	0	0	32	0	0	0	./windowed/pose/paired/s_01/window_32.0.2.csv
0	1	0	0	32	0	0	0	./windowed/pose/paired/s_01/window_32.1.0.csv
0	1	0	0	32	0	0	0	./windowed/pose/paired/s_01/window_32.1.2.csv
0	1	0	0	32	0	0	0	./windowed/pose/paired/s_01/window_32.2.0.csv
0	1	0	0	32	0	0	0	./windowed/pose/paired/s_01/window_32.2.1.csv
0	1	0	0	33	1	1	0	./windowed/pose/paired/s_01/window_33.0.1.csv
0	1	0	0	33	1	1	0	./windowed/pose/paired/s_01/window_33.0.2.csv
0	1	0	0	33	1	1	0	./windowed/pose/paired/s_01/window_33.1.0.csv
0	1	0	0	33	1	1	0	./windowed/pose/paired/s_01/window_33.1.2.csv
0	1	0	0	33	1	1	0	./windowed/pose/paired/s_01/window_33.2.0.csv
0	1	0	0	33	1	1	0	./windowed/pose/paired/s_01/window_33.2.1.csv
0	2	0	0	34	2	0	2	./windowed/pose/paired/s_01/window_34.0.1.csv
0	1	0	0	34	2	2	0	./windowed/pose/paired/s_01/window_34.0.2.csv
0	0	0	0	34	0	2	-2	./windowed/pose/paired/s_01/window_34.1.0.csv
0	0	0	0	34	0	2	-2	./windowed/pose/paired/s_01/window_34.1.2.csv
0	1	0	0	34	2	2	0	./windowed/pose/paired/s_01/window_34.2.0.csv
0	2	0	0	34	2	0	2	./windowed/pose/paired/s_01/window_34.2.1.csv
0	2	0	0	35	2	0	2	./windowed/pose/paired/s_01/window_35.0.1.csv
0	1	0	0	35	2	2	0	./windowed/pose/paired/s_01/window_35.0.2.csv
0	0	0	0	35	0	2	-2	./windowed/pose/paired/s_01/window_35.1.0.csv
0	0	0	0	35	0	2	-2	./windowed/pose/paired/s_01/window_35.1.2.csv
0	1	0	0	35	2	2	0	./windowed/pose/paired/s_01/window_35.2.0.csv
0	2	0	0	35	2	0	2	./windowed/pose/paired/s_01/window_35.2.1.csv
0	2	0	0	36	2	0	2	./windowed/pose/paired/s_01/window_36.0.1.csv
0	1	0	0	36	2	2	0	./windowed/pose/paired/s_01/window_36.0.2.csv
0	0	0	0	36	0	2	-2	./windowed/pose/paired/s_01/window_36.1.0.csv
0	0	0	0	36	0	2	-2	./windowed/pose/paired/s_01/window_36.1.2.csv
0	1	0	0	36	2	2	0	./windowed/pose/paired/s_01/window_36.2.0.csv
0	2	0	0	36	2	0	2	./windowed/pose/paired/s_01/window_36.2.1.csv
0	2	0	0	37	2	1	1	./windowed/pose/paired/s_01/window_37.0.1.csv
0	1	0	0	37	2	2	0	./windowed/pose/paired/s_01/window_37.0.2.csv
0	0	0	0	37	1	2	-1	./windowed/pose/paired/s_01/window_37.1.0.csv
0	0	0	0	37	1	2	-1	./windowed/pose/paired/s_01/window_37.1.2.csv
0	1	0	0	37	2	2	0	./windowed/pose/paired/s_01/window_37.2.0.csv
0	2	0	0	37	2	1	1	./windowed/pose/paired/s_01/window_37.2.1.csv
0	1	0	0	38	0	0	0	./windowed/pose/paired/s_01/window_38.0.1.csv
0	1	0	0	38	0	0	0	./windowed/pose/paired/s_01/window_38.0.2.csv
0	1	0	0	38	0	0	0	./windowed/pose/paired/s_01/window_38.1.0.csv
0	1	0	0	38	0	0	0	./windowed/pose/paired/s_01/window_38.1.2.csv
0	1	0	0	38	0	0	0	./windowed/pose/paired/s_01/window_38.2.0.csv
0	1	0	0	38	0	0	0	./windowed/pose/paired/s_01/window_38.2.1.csv
0	1	0	0	39	0	0	0	./windowed/pose/paired/s_01/window_39.0.1.csv
0	1	0	0	39	0	0	0	./windowed/pose/paired/s_01/window_39.0.2.csv
0	1	0	0	39	0	0	0	./windowed/pose/paired/s_01/window_39.1.0.csv
0	1	0	0	39	0	0	0	./windowed/pose/paired/s_01/window_39.1.2.csv
0	1	0	0	39	0	0	0	./windowed/pose/paired/s_01/window_39.2.0.csv
0	1	0	0	39	0	0	0	./windowed/pose/paired/s_01/window_39.2.1.csv
0	1	0	0	40	2	2	0	./windowed/pose/paired/s_01/window_40.0.1.csv
0	2	0	0	40	2	0	2	./windowed/pose/paired/s_01/window_40.0.2.csv
0	1	0	0	40	2	2	0	./windowed/pose/paired/s_01/window_40.1.0.csv
0	2	0	0	40	2	0	2	./windowed/pose/paired/s_01/window_40.1.2.csv
0	0	0	0	40	0	2	-2	./windowed/pose/paired/s_01/window_40.2.0.csv
0	0	0	0	40	0	2	-2	./windowed/pose/paired/s_01/window_40.2.1.csv
0	1	0	0	41	1	1	0	./windowed/pose/paired/s_01/window_41.0.1.csv
0	2	0	0	41	1	0	1	./windowed/pose/paired/s_01/window_41.0.2.csv
0	1	0	0	41	1	1	0	./windowed/pose/paired/s_01/window_41.1.0.csv
0	2	0	0	41	1	0	1	./windowed/pose/paired/s_01/window_41.1.2.csv
0	0	0	0	41	0	1	-1	./windowed/pose/paired/s_01/window_41.2.0.csv
0	0	0	0	41	0	1	-1	./windowed/pose/paired/s_01/window_41.2.1.csv
0	1	0	0	42	2	2	0	./windowed/pose/paired/s_01/window_42.0.1.csv
0	1	0	0	42	2	2	0	./windowed/pose/paired/s_01/window_42.0.2.csv
0	1	0	0	42	2	2	0	./windowed/pose/paired/s_01/window_42.1.0.csv
0	1	0	0	42	2	2	0	./windowed/pose/paired/s_01/window_42.1.2.csv
0	1	0	0	42	2	2	0	./windowed/pose/paired/s_01/window_42.2.0.csv
0	1	0	0	42	2	2	0	./windowed/pose/paired/s_01/window_42.2.1.csv
0	1	0	0	43	1	1	0	./windowed/pose/paired/s_01/window_43.0.1.csv
0	2	0	0	43	1	0	1	./windowed/pose/paired/s_01/window_43.0.2.csv
0	1	0	0	43	1	1	0	./windowed/pose/paired/s_01/window_43.1.0.csv
0	2	0	0	43	1	0	1	./windowed/pose/paired/s_01/window_43.1.2.csv
0	0	0	0	43	0	1	-1	./windowed/pose/paired/s_01/window_43.2.0.csv
0	0	0	0	43	0	1	-1	./windowed/pose/paired/s_01/window_43.2.1.csv
0	1	0	0	44	2	2	0	./windowed/pose/paired/s_01/window_44.0.1.csv
0	1	0	0	44	2	2	0	./windowed/pose/paired/s_01/window_44.0.2.csv
0	1	0	0	44	2	2	0	./windowed/pose/paired/s_01/window_44.1.0.csv
0	1	0	0	44	2	2	0	./windowed/pose/paired/s_01/window_44.1.2.csv
0	1	0	0	44	2	2	0	./windowed/pose/paired/s_01/window_44.2.0.csv
0	1	0	0	44	2	2	0	./windowed/pose/paired/s_01/window_44.2.1.csv
0	1	0	0	45	2	2	0	./windowed/pose/paired/s_01/window_45.0.1.csv
0	1	0	0	45	2	2	0	./windowed/pose/paired/s_01/window_45.0.2.csv
0	1	0	0	45	2	2	0	./windowed/pose/paired/s_01/window_45.1.0.csv
0	1	0	0	45	2	2	0	./windowed/pose/paired/s_01/window_45.1.2.csv
0	1	0	0	45	2	2	0	./windowed/pose/paired/s_01/window_45.2.0.csv
0	1	0	0	45	2	2	0	./windowed/pose/paired/s_01/window_45.2.1.csv
0	1	0	0	46	1	1	0	./windowed/pose/paired/s_01/window_46.0.1.csv
0	1	0	0	46	1	1	0	./windowed/pose/paired/s_01/window_46.0.2.csv
0	1	0	0	46	1	1	0	./windowed/pose/paired/s_01/window_46.1.0.csv
0	1	0	0	46	1	1	0	./windowed/pose/paired/s_01/window_46.1.2.csv
0	1	0	0	46	1	1	0	./windowed/pose/paired/s_01/window_46.2.0.csv
0	1	0	0	46	1	1	0	./windowed/pose/paired/s_01/window_46.2.1.csv
0	1	0	0	47	2	2	0	./windowed/pose/paired/s_01/window_47.0.1.csv
0	2	0	0	47	2	1	1	./windowed/pose/paired/s_01/window_47.0.2.csv
0	1	0	0	47	2	2	0	./windowed/pose/paired/s_01/window_47.1.0.csv
0	2	0	0	47	2	1	1	./windowed/pose/paired/s_01/window_47.1.2.csv
0	0	0	0	47	1	2	-1	./windowed/pose/paired/s_01/window_47.2.0.csv
0	0	0	0	47	1	2	-1	./windowed/pose/paired/s_01/window_47.2.1.csv
0	1	0	0	48	1	1	0	./windowed/pose/paired/s_01/window_48.0.1.csv
0	1	0	0	48	1	1	0	./windowed/pose/paired/s_01/window_48.0.2.csv
0	1	0	0	48	1	1	0	./windowed/pose/paired/s_01/window_48.1.0.csv
0	1	0	0	48	1	1	0	./windowed/pose/paired/s_01/window_48.1.2.csv
0	1	0	0	48	1	1	0	./windowed/pose/paired/s_01/window_48.2.0.csv
0	1	0	0	48	1	1	0	./windowed/pose/paired/s_01/window_48.2.1.csv
0	0	0	0	49	1	2	-1	./windowed/pose/paired/s_01/window_49.0.1.csv
0	0	0	0	49	1	2	-1	./windowed/pose/paired/s_01/window_49.0.2.csv
0	2	0	0	49	2	1	1	./windowed/pose/paired/s_01/window_49.1.0.csv
0	1	0	0	49	2	2	0	./windowed/pose/paired/s_01/window_49.1.2.csv
0	2	0	0	49	2	1	1	./windowed/pose/paired/s_01/window_49.2.0.csv
0	1	0	0	49	2	2	0	./windowed/pose/paired/s_01/window_49.2.1.csv
0	1	0	0	50	0	0	0	./windowed/pose/paired/s_01/window_50.0.1.csv
0	1	0	0	50	0	0	0	./windowed/pose/paired/s_01/window_50.0.2.csv
0	1	0	0	50	0	0	0	./windowed/pose/paired/s_01/window_50.1.0.csv
0	1	0	0	50	0	0	0	./windowed/pose/paired/s_01/window_50.1.2.csv
0	1	0	0	50	0	0	0	./windowed/pose/paired/s_01/window_50.2.0.csv
0	1	0	0	50	0	0	0	./windowed/pose/paired/s_01/window_50.2.1.csv
0	0	0	0	51	1	2	-1	./windowed/pose/paired/s_01/window_51.0.1.csv
0	0	0	0	51	1	2	-1	./windowed/pose/paired/s_01/window_51.0.2.csv
0	2	0	0	51	2	1	1	./windowed/pose/paired/s_01/window_51.1.0.csv
0	1	0	0	51	2	2	0	./windowed/pose/paired/s_01/window_51.1.2.csv
0	2	0	0	51	2	1	1	./windowed/pose/paired/s_01/window_51.2.0.csv
0	1	0	0	51	2	2	0	./windowed/pose/paired/s_01/window_51.2.1.csv
0	0	0	0	52	1	2	-1	./windowed/pose/paired/s_01/window_52.0.1.csv
0	0	0	0	52	1	2	-1	./windowed/pose/paired/s_01/window_52.0.2.csv
0	2	0	0	52	2	1	1	./windowed/pose/paired/s_01/window_52.1.0.csv
0	1	0	0	52	2	2	0	./windowed/pose/paired/s_01/window_52.1.2.csv
0	2	0	0	52	2	1	1	./windowed/pose/paired/s_01/window_52.2.0.csv
0	1	0	0	52	2	2	0	./windowed/pose/paired/s_01/window_52.2.1.csv
0	0	0	0	53	1	2	-1	./windowed/pose/paired/s_01/window_53.0.1.csv
0	0	0	0	53	1	2	-1	./windowed/pose/paired/s_01/window_53.0.2.csv
0	2	0	0	53	2	1	1	./windowed/pose/paired/s_01/window_53.1.0.csv
0	1	0	0	53	2	2	0	./windowed/pose/paired/s_01/window_53.1.2.csv
0	2	0	0	53	2	1	1	./windowed/pose/paired/s_01/window_53.2.0.csv
0	1	0	0	53	2	2	0	./windowed/pose/paired/s_01/window_53.2.1.csv
0	2	0	0	54	2	1	1	./windowed/pose/paired/s_01/window_54.0.1.csv
0	1	0	0	54	2	2	0	./windowed/pose/paired/s_01/window_54.0.2.csv
0	0	0	0	54	1	2	-1	./windowed/pose/paired/s_01/window_54.1.0.csv
0	0	0	0	54	1	2	-1	./windowed/pose/paired/s_01/window_54.1.2.csv
0	1	0	0	54	2	2	0	./windowed/pose/paired/s_01/window_54.2.0.csv
0	2	0	0	54	2	1	1	./windowed/pose/paired/s_01/window_54.2.1.csv
